"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.annotatedResult.inputImageProperties.height","Answer.annotatedResult.inputImageProperties.width","Answer.annotatedResult.polygons","Approve","Reject"
"3UUIU9GZDMUSRUBY1DRRZK8KBIOT5Y","3Y7FOS1S7Q1B2L7265RHAV5QOKE5SH","Individual Crown Segmentation","Trace polygons around the individual tree crowns in the image.","polygons","$0.10","Mon Nov 27 07:22:50 PST 2023","15","BatchId:5161058;OriginalHitTemplateId:928556361;","172800","604800","Mon Dec 04 07:22:50 PST 2023","","","317HQ483IPH9UPZN13TA4E2N3IWNIE","ANH2GXC4QYUSL","Rejected","Wed Nov 29 00:05:20 PST 2023","Wed Nov 29 01:01:01 PST 2023","Wed Dec 06 01:01:01 PST 2023","","Sun Dec 03 14:00:30 PST 2023","Less than five polygons.","3341","25% (1/4)","0% (0/0)","0% (0/0)","https://lfdpcrowns.s3.us-east-2.amazonaws.com/img_008.jpg","1000","1000","[{""label"":""Tree Crowns"",""vertices"":[{""x"":25,""y"":194},{""x"":916,""y"":55},{""x"":916,""y"":895},{""x"":72,""y"":911}]}]"
"3UUIU9GZDMUSRUBY1DRRZK8KBIOT5Y","3Y7FOS1S7Q1B2L7265RHAV5QOKE5SH","Individual Crown Segmentation","Trace polygons around the individual tree crowns in the image.","polygons","$0.10","Mon Nov 27 07:22:50 PST 2023","15","BatchId:5161058;OriginalHitTemplateId:928556361;","172800","604800","Mon Dec 04 07:22:50 PST 2023","","","3634BBTX06JX6XM63FAXW9TE1RAFIZ","A11MOA9HW11EP1","Rejected","Mon Nov 27 07:23:10 PST 2023","Mon Nov 27 15:43:07 PST 2023","Mon Dec 04 15:43:07 PST 2023","","Mon Nov 27 18:07:49 PST 2023","Less than five polygons.","29997","0% (0/1)","0% (0/0)","0% (0/0)","https://lfdpcrowns.s3.us-east-2.amazonaws.com/img_008.jpg","1000","1000","[{""label"":""Tree Crowns"",""vertices"":[{""x"":677,""y"":689},{""x"":681,""y"":822},{""x"":883,""y"":813},{""x"":874,""y"":649}]}]"
"3UUIU9GZDMUSRUBY1DRRZK8KBIOT5Y","3Y7FOS1S7Q1B2L7265RHAV5QOKE5SH","Individual Crown Segmentation","Trace polygons around the individual tree crowns in the image.","polygons","$0.10","Mon Nov 27 07:22:50 PST 2023","15","BatchId:5161058;OriginalHitTemplateId:928556361;","172800","604800","Mon Dec 04 07:22:50 PST 2023","","","39RP059MEZITPZ0HJSMT5C9A3ASBMZ","A2GUPBBFPPSXYR","Rejected","Wed Nov 29 07:23:57 PST 2023","Wed Nov 29 07:26:48 PST 2023","Wed Dec 06 07:26:48 PST 2023","","Sun Dec 03 14:00:30 PST 2023","Less than five polygons.","171","0% (0/59)","0% (0/0)","0% (0/0)","https://lfdpcrowns.s3.us-east-2.amazonaws.com/img_008.jpg","1000","1000","[{""label"":""Tree Crowns"",""vertices"":[{""x"":20,""y"":13},{""x"":967,""y"":32},{""x"":946,""y"":827},{""x"":100,""y"":650}]}]"
"3UUIU9GZDMUSRUBY1DRRZK8KBIOT5Y","3Y7FOS1S7Q1B2L7265RHAV5QOKE5SH","Individual Crown Segmentation","Trace polygons around the individual tree crowns in the image.","polygons","$0.10","Mon Nov 27 07:22:50 PST 2023","15","BatchId:5161058;OriginalHitTemplateId:928556361;","172800","604800","Mon Dec 04 07:22:50 PST 2023","","","3E4GGUZ1TQG4BY0IFNG2P6E2KSKK2N","A3LAGBMA1C5GG5","Approved","Mon Nov 27 10:12:15 PST 2023","Mon Nov 27 10:20:36 PST 2023","Mon Dec 04 10:20:36 PST 2023","Sun Dec 03 17:13:03 PST 2023","","","501","95% (18/19)","0% (0/0)","0% (0/0)","https://lfdpcrowns.s3.us-east-2.amazonaws.com/img_008.jpg","1000","1000","[{""label"":""Tree Crowns"",""vertices"":[{""x"":540,""y"":318},{""x"":608,""y"":359},{""x"":688,""y"":324},{""x"":697,""y"":284},{""x"":686,""y"":241},{""x"":644,""y"":209},{""x"":596,""y"":190},{""x"":572,""y"":190},{""x"":516,""y"":220},{""x"":526,""y"":290}]},{""label"":""Tree Crowns"",""vertices"":[{""x"":126,""y"":333},{""x"":112,""y"":422},{""x"":55,""y"":416},{""x"":18,""y"":410},{""x"":11,""y"":381},{""x"":0,""y"":300},{""x"":18,""y"":261},{""x"":40,""y"":247},{""x"":83,""y"":241},{""x"":122,""y"":257},{""x"":136,""y"":265},{""x"":141,""y"":294},{""x"":141,""y"":318},{""x"":132,""y"":326}]},{""label"":""Tree Crowns"",""vertices"":[{""x"":250,""y"":804},{""x"":284,""y"":799},{""x"":319,""y"":803},{""x"":397,""y"":811},{""x"":416,""y"":826},{""x"":430,""y"":851},{""x"":459,""y"":879},{""x"":472,""y"":922},{""x"":472,""y"":940},{""x"":474,""y"":998},{""x"":345,""y"":999},{""x"":302,""y"":988},{""x"":249,""y"":978},{""x"":238,""y"":976},{""x"":227,""y"":966},{""x"":209,""y"":904},{""x"":227,""y"":833},{""x"":242,""y"":809},{""x"":249,""y"":799}]},{""label"":""Tree Crowns"",""vertices"":[{""x"":715,""y"":658},{""x"":737,""y"":675},{""x"":761,""y"":692},{""x"":802,""y"":705},{""x"":816,""y"":705},{""x"":892,""y"":703},{""x"":900,""y"":703},{""x"":927,""y"":692},{""x"":930,""y"":687},{""x"":948,""y"":674},{""x"":970,""y"":662},{""x"":974,""y"":621},{""x"":975,""y"":580},{""x"":975,""y"":546},{""x"":964,""y"":507},{""x"":946,""y"":485},{""x"":929,""y"":472},{""x"":905,""y"":466},{""x"":865,""y"":448},{""x"":847,""y"":444},{""x"":781,""y"":443},{""x"":715,""y"":443},{""x"":693,""y"":443},{""x"":680,""y"":456},{""x"":675,""y"":483},{""x"":672,""y"":511},{""x"":672,""y"":534},{""x"":672,""y"":566},{""x"":682,""y"":629},{""x"":685,""y"":637}]},{""label"":""Tree Crowns"",""vertices"":[{""x"":284,""y"":537},{""x"":282,""y"":590},{""x"":279,""y"":622},{""x"":264,""y"":661},{""x"":249,""y"":670},{""x"":227,""y"":675},{""x"":188,""y"":682},{""x"":166,""y"":682},{""x"":143,""y"":674},{""x"":125,""y"":663},{""x"":101,""y"":634},{""x"":81,""y"":610},{""x"":55,""y"":576},{""x"":53,""y"":564},{""x"":48,""y"":513},{""x"":66,""y"":493},{""x"":141,""y"":461},{""x"":241,""y"":457},{""x"":266,""y"":489},{""x"":279,""y"":531}]}]"
"3UUIU9GZDMUSRUBY1DRRZK8KBIOT5Y","3Y7FOS1S7Q1B2L7265RHAV5QOKE5SH","Individual Crown Segmentation","Trace polygons around the individual tree crowns in the image.","polygons","$0.10","Mon Nov 27 07:22:50 PST 2023","15","BatchId:5161058;OriginalHitTemplateId:928556361;","172800","604800","Mon Dec 04 07:22:50 PST 2023","","","3ERMJ6L4DGH6NNXR6BAD0ANEKCB7M3","A2DG196AZFWBI4","Approved","Mon Nov 27 07:52:49 PST 2023","Mon Nov 27 08:47:59 PST 2023","Mon Dec 04 08:47:59 PST 2023","Sun Dec 03 17:13:03 PST 2023","","","3310","36% (4/11)","0% (0/0)","0% (0/0)","https://lfdpcrowns.s3.us-east-2.amazonaws.com/img_008.jpg","1000","1000","[{""label"":""Tree Crowns"",""vertices"":[{""x"":497,""y"":365},{""x"":368,""y"":312},{""x"":399,""y"":204},{""x"":492,""y"":197},{""x"":539,""y"":310}]},{""label"":""Tree Crowns"",""vertices"":[{""x"":209,""y"":941},{""x"":215,""y"":810},{""x"":347,""y"":812},{""x"":515,""y"":982}]},{""label"":""Tree Crowns"",""vertices"":[{""x"":272,""y"":578},{""x"":239,""y"":668},{""x"":396,""y"":701},{""x"":389,""y"":622}]},{""label"":""Tree Crowns"",""vertices"":[{""x"":20,""y"":264},{""x"":13,""y"":388},{""x"":103,""y"":406},{""x"":140,""y"":258},{""x"":20,""y"":260}]},{""label"":""Tree Crowns"",""vertices"":[{""x"":956,""y"":50},{""x"":724,""y"":117},{""x"":719,""y"":228},{""x"":833,""y"":265},{""x"":991,""y"":260}]},{""label"":""Tree Crowns"",""vertices"":[{""x"":561,""y"":213},{""x"":655,""y"":218},{""x"":689,""y"":298},{""x"":601,""y"":362},{""x"":547,""y"":332}]}]"
"3UUIU9GZDMUSRUBY1DRRZK8KBIOT5Y","3Y7FOS1S7Q1B2L7265RHAV5QOKE5SH","Individual Crown Segmentation","Trace polygons around the individual tree crowns in the image.","polygons","$0.10","Mon Nov 27 07:22:50 PST 2023","15","BatchId:5161058;OriginalHitTemplateId:928556361;","172800","604800","Mon Dec 04 07:22:50 PST 2023","","","3F0BG9B9M7C6H4M5PEYOU5ALTPFY7G","A1OV2ZFDHJDKP2","Approved","Mon Nov 27 20:02:57 PST 2023","Mon Nov 27 20:53:31 PST 2023","Mon Dec 04 20:53:31 PST 2023","Sun Dec 03 17:13:03 PST 2023","","","3034","100% (2/2)","0% (0/0)","0% (0/0)","https://lfdpcrowns.s3.us-east-2.amazonaws.com/img_008.jpg","1000","1000","[{""label"":""Tree Crowns"",""vertices"":[{""x"":1,""y"":27},{""x"":37,""y"":19},{""x"":60,""y"":8},{""x"":85,""y"":8},{""x"":146,""y"":8},{""x"":174,""y"":8},{""x"":186,""y"":15},{""x"":224,""y"":13},{""x"":249,""y"":15},{""x"":283,""y"":13},{""x"":314,""y"":23},{""x"":335,""y"":27},{""x"":363,""y"":4},{""x"":384,""y"":15},{""x"":417,""y"":2},{""x"":436,""y"":6},{""x"":485,""y"":50},{""x"":476,""y"":50},{""x"":474,""y"":63},{""x"":466,""y"":80},{""x"":459,""y"":103},{""x"":440,""y"":86},{""x"":409,""y"":61},{""x"":354,""y"":78},{""x"":346,""y"":92},{""x"":321,""y"":76},{""x"":317,""y"":99},{""x"":308,""y"":99},{""x"":262,""y"":80},{""x"":258,""y"":107},{""x"":247,""y"":109},{""x"":226,""y"":128},{""x"":209,""y"":147},{""x"":199,""y"":151},{""x"":203,""y"":160},{""x"":180,""y"":162},{""x"":182,""y"":170},{""x"":132,""y"":177},{""x"":119,""y"":185},{""x"":81,""y"":189},{""x"":48,""y"":208},{""x"":16,""y"":168},{""x"":25,""y"":128},{""x"":22,""y"":99},{""x"":54,""y"":103},{""x"":18,""y"":63}]},{""label"":""Tree Crowns"",""vertices"":[{""x"":537,""y"":15},{""x"":598,""y"":15},{""x"":627,""y"":17},{""x"":678,""y"":34},{""x"":733,""y"":59},{""x"":758,""y"":50},{""x"":791,""y"":36},{""x"":821,""y"":38},{""x"":846,""y"":38},{""x"":861,""y"":36},{""x"":962,""y"":25},{""x"":976,""y"":13},{""x"":991,""y"":23},{""x"":989,""y"":38},{""x"":949,""y"":82},{""x"":955,""y"":105},{""x"":976,""y"":130},{""x"":997,""y"":139},{""x"":993,""y"":172},{""x"":993,""y"":191},{""x"":991,""y"":227},{""x"":985,""y"":275},{""x"":898,""y"":273},{""x"":917,""y"":286},{""x"":892,""y"":296},{""x"":863,""y"":303},{""x"":842,""y"":292},{""x"":825,""y"":271},{""x"":716,""y"":244},{""x"":724,""y"":240},{""x"":707,""y"":223},{""x"":705,""y"":187},{""x"":726,""y"":141},{""x"":712,""y"":122},{""x"":651,""y"":111},{""x"":640,""y"":101},{""x"":569,""y"":90},{""x"":531,""y"":63},{""x"":516,""y"":48}]},{""label"":""Tree Crowns"",""vertices"":[{""x"":33,""y"":231},{""x"":41,""y"":227},{""x"":79,""y"":231},{""x"":104,""y"":229},{""x"":132,""y"":223},{""x"":148,""y"":219},{""x"":172,""y"":206},{""x"":203,""y"":202},{""x"":203,""y"":193},{""x"":205,""y"":181},{""x"":270,""y"":174},{""x"":285,""y"":151},{""x"":327,""y"":128},{""x"":338,""y"":153},{""x"":354,""y"":168},{""x"":369,""y"":206},{""x"":380,""y"":219},{""x"":398,""y"":248},{""x"":411,""y"":240},{""x"":457,""y"":240},{""x"":468,""y"":227},{""x"":474,""y"":202},{""x"":493,""y"":162},{""x"":501,""y"":160},{""x"":535,""y"":231},{""x"":525,""y"":252},{""x"":468,""y"":294},{""x"":445,""y"":319},{""x"":434,""y"":340},{""x"":417,""y"":355},{""x"":419,""y"":366},{""x"":363,""y"":437},{""x"":363,""y"":454},{""x"":342,""y"":483},{""x"":327,""y"":483},{""x"":304,""y"":466},{""x"":285,""y"":450},{""x"":268,""y"":439},{""x"":254,""y"":445},{""x"":251,""y"":475},{""x"":216,""y"":464},{""x"":109,""y"":441},{""x"":115,""y"":433},{""x"":123,""y"":403},{""x"":117,""y"":387},{""x"":85,""y"":387},{""x"":94,""y"":418},{""x"":48,""y"":458},{""x"":25,""y"":458},{""x"":22,""y"":439},{""x"":33,""y"":395},{""x"":31,""y"":355},{""x"":27,""y"":334},{""x"":27,""y"":307},{""x"":31,""y"":298},{""x"":37,""y"":267}]},{""label"":""Tree Crowns"",""vertices"":[{""x"":678,""y"":647},{""x"":697,""y"":653},{""x"":737,""y"":691},{""x"":760,""y"":695},{""x"":783,""y"":708},{""x"":861,""y"":716},{""x"":886,""y"":691},{""x"":905,""y"":670},{""x"":934,""y"":658},{""x"":947,""y"":614},{""x"":947,""y"":586},{""x"":938,""y"":481},{""x"":924,""y"":454},{""x"":930,""y"":408},{""x"":945,""y"":408},{""x"":970,""y"":435},{""x"":983,""y"":382},{""x"":976,""y"":355},{""x"":968,""y"":336},{""x"":909,""y"":315},{""x"":882,""y"":319},{""x"":728,""y"":286},{""x"":741,""y"":290},{""x"":762,""y"":313},{""x"":739,""y"":342},{""x"":693,""y"":349},{""x"":705,""y"":370},{""x"":745,""y"":399},{""x"":762,""y"":416},{""x"":766,""y"":427},{""x"":733,""y"":456},{""x"":733,""y"":469},{""x"":728,""y"":513},{""x"":720,""y"":540},{""x"":716,""y"":571},{""x"":705,""y"":593},{""x"":695,""y"":628}]},{""label"":""Tree Crowns"",""vertices"":[{""x"":262,""y"":504},{""x"":243,""y"":498},{""x"":169,""y"":506},{""x"":157,""y"":506},{""x"":148,""y"":506},{""x"":73,""y"":511},{""x"":81,""y"":555},{""x"":100,""y"":584},{""x"":121,""y"":597},{""x"":193,""y"":670},{""x"":203,""y"":695},{""x"":289,""y"":721},{""x"":321,""y"":698},{""x"":422,""y"":733},{""x"":516,""y"":763},{""x"":504,""y"":740},{""x"":525,""y"":695},{""x"":516,""y"":674},{""x"":468,""y"":582},{""x"":455,""y"":586},{""x"":445,""y"":580},{""x"":338,""y"":548},{""x"":333,""y"":534},{""x"":251,""y"":492}]},{""label"":""Tree Crowns"",""vertices"":[{""x"":552,""y"":336},{""x"":583,""y"":267},{""x"":573,""y"":229},{""x"":579,""y"":206},{""x"":585,""y"":198},{""x"":621,""y"":181},{""x"":653,""y"":162},{""x"":676,""y"":208},{""x"":678,""y"":258},{""x"":676,""y"":267},{""x"":667,""y"":296},{""x"":640,""y"":330},{""x"":634,""y"":342},{""x"":634,""y"":376},{""x"":663,""y"":429},{""x"":709,""y"":485},{""x"":674,""y"":534},{""x"":674,""y"":565},{""x"":655,""y"":595},{""x"":560,""y"":597},{""x"":581,""y"":555},{""x"":583,""y"":538},{""x"":571,""y"":502},{""x"":497,""y"":498},{""x"":487,""y"":492},{""x"":417,""y"":399},{""x"":464,""y"":382},{""x"":514,""y"":385},{""x"":558,""y"":382},{""x"":543,""y"":336}]},{""label"":""Tree Crowns"",""vertices"":[{""x"":12,""y"":567},{""x"":83,""y"":588},{""x"":73,""y"":605},{""x"":83,""y"":618},{""x"":123,""y"":643},{""x"":138,""y"":660},{""x"":151,""y"":672},{""x"":167,""y"":685},{""x"":172,""y"":729},{""x"":146,""y"":748},{""x"":102,""y"":756},{""x"":115,""y"":771},{""x"":127,""y"":807},{""x"":142,""y"":853},{""x"":157,""y"":868},{""x"":174,""y"":906},{""x"":203,""y"":910},{""x"":195,""y"":958},{""x"":209,""y"":981},{""x"":127,""y"":1000},{""x"":121,""y"":1000},{""x"":119,""y"":992},{""x"":60,""y"":966},{""x"":27,""y"":927},{""x"":12,""y"":910},{""x"":6,""y"":899},{""x"":1,""y"":882},{""x"":12,""y"":826},{""x"":0,""y"":761},{""x"":22,""y"":740},{""x"":10,""y"":679},{""x"":4,""y"":651},{""x"":18,""y"":607},{""x"":1,""y"":553}]},{""label"":""Tree Crowns"",""vertices"":[{""x"":195,""y"":843},{""x"":214,""y"":828},{""x"":228,""y"":819},{""x"":235,""y"":811},{""x"":245,""y"":784},{""x"":258,""y"":779},{""x"":304,""y"":763},{""x"":329,""y"":771},{""x"":369,""y"":769},{""x"":394,""y"":773},{""x"":436,""y"":779},{""x"":451,""y"":786},{""x"":455,""y"":794},{""x"":483,""y"":813},{""x"":558,""y"":849},{""x"":604,""y"":857},{""x"":621,""y"":861},{""x"":640,""y"":882},{""x"":718,""y"":910},{""x"":724,""y"":945},{""x"":760,""y"":962},{""x"":703,""y"":990},{""x"":724,""y"":992},{""x"":531,""y"":975},{""x"":525,""y"":987},{""x"":457,""y"":983},{""x"":430,""y"":990},{""x"":342,""y"":1000},{""x"":329,""y"":983},{""x"":220,""y"":973},{""x"":245,""y"":962},{""x"":209,""y"":931},{""x"":205,""y"":912},{""x"":205,""y"":895},{""x"":203,""y"":859}]},{""label"":""Tree Crowns"",""vertices"":[{""x"":724,""y"":826},{""x"":779,""y"":834},{""x"":800,""y"":840},{""x"":819,""y"":838},{""x"":831,""y"":824},{""x"":852,""y"":800},{""x"":875,""y"":782},{""x"":896,""y"":832},{""x"":894,""y"":864},{""x"":898,""y"":885},{""x"":917,""y"":908},{""x"":928,""y"":910},{""x"":949,""y"":912},{""x"":972,""y"":906},{""x"":922,""y"":985},{""x"":775,""y"":1000},{""x"":833,""y"":987},{""x"":802,""y"":950},{""x"":802,""y"":939},{""x"":791,""y"":927},{""x"":751,""y"":906},{""x"":733,""y"":880},{""x"":690,""y"":798}]},{""label"":""Tree Crowns"",""vertices"":[{""x"":619,""y"":624},{""x"":644,""y"":651},{""x"":663,""y"":666},{""x"":684,""y"":670},{""x"":705,""y"":685},{""x"":730,""y"":706},{""x"":779,""y"":740},{""x"":798,""y"":744},{""x"":821,""y"":744},{""x"":901,""y"":758},{""x"":934,""y"":758},{""x"":966,""y"":733},{""x"":951,""y"":779},{""x"":924,""y"":796},{""x"":894,""y"":784},{""x"":846,""y"":784},{""x"":819,""y"":779},{""x"":804,""y"":792},{""x"":781,""y"":796},{""x"":741,""y"":805},{""x"":688,""y"":761},{""x"":682,""y"":748},{""x"":604,""y"":729},{""x"":615,""y"":710},{""x"":615,""y"":702},{""x"":604,""y"":668},{""x"":615,""y"":632}]}]"
"3UUIU9GZDMUSRUBY1DRRZK8KBIOT5Y","3Y7FOS1S7Q1B2L7265RHAV5QOKE5SH","Individual Crown Segmentation","Trace polygons around the individual tree crowns in the image.","polygons","$0.10","Mon Nov 27 07:22:50 PST 2023","15","BatchId:5161058;OriginalHitTemplateId:928556361;","172800","604800","Mon Dec 04 07:22:50 PST 2023","","","3GD6L00D3AMSC1IPHVT4Z0W1IKH1MV","A1707HKLEB5XV5","Approved","Sun Dec 03 14:09:14 PST 2023","Tue Dec 05 05:47:14 PST 2023","Tue Dec 12 05:47:14 PST 2023","Tue Dec 12 05:47:34 PST 2023","","","142680","100% (17/17)","0% (0/0)","0% (0/0)","https://lfdpcrowns.s3.us-east-2.amazonaws.com/img_008.jpg","1000","1000","[{""label"":""Tree Crowns"",""vertices"":[{""x"":273,""y"":427},{""x"":305,""y"":459},{""x"":338,""y"":454},{""x"":370,""y"":416},{""x"":386,""y"":395},{""x"":414,""y"":357},{""x"":343,""y"":314},{""x"":311,""y"":270},{""x"":235,""y"":238},{""x"":159,""y"":276},{""x"":143,""y"":314},{""x"":105,""y"":378},{""x"":105,""y"":400},{""x"":95,""y"":443},{""x"":95,""y"":470},{""x"":116,""y"":492},{""x"":170,""y"":481},{""x"":251,""y"":449}]}]"
"3UUIU9GZDMUSRUBY1DRRZK8KBIOT5Y","3Y7FOS1S7Q1B2L7265RHAV5QOKE5SH","Individual Crown Segmentation","Trace polygons around the individual tree crowns in the image.","polygons","$0.10","Mon Nov 27 07:22:50 PST 2023","15","BatchId:5161058;OriginalHitTemplateId:928556361;","172800","604800","Mon Dec 04 07:22:50 PST 2023","","","3LUY3GC63HPC8QU4YR25HEH9QBR7PT","A3A65RK29FI0A6","Approved","Sun Dec 03 14:01:30 PST 2023","Mon Dec 04 01:47:40 PST 2023","Mon Dec 11 01:47:40 PST 2023","Mon Dec 11 01:48:34 PST 2023","","","42370","100% (17/17)","0% (0/0)","0% (0/0)","https://lfdpcrowns.s3.us-east-2.amazonaws.com/img_008.jpg","1000","1000","[{""label"":""Tree Crowns"",""vertices"":[{""x"":615,""y"":564},{""x"":606,""y"":554},{""x"":606,""y"":532},{""x"":637,""y"":494},{""x"":687,""y"":485},{""x"":706,""y"":479},{""x"":716,""y"":476},{""x"":757,""y"":457},{""x"":766,""y"":457},{""x"":779,""y"":454},{""x"":807,""y"":450},{""x"":886,""y"":428},{""x"":920,""y"":447},{""x"":927,""y"":494},{""x"":943,""y"":551},{""x"":949,""y"":583},{""x"":952,""y"":617},{""x"":952,""y"":633},{""x"":943,""y"":658},{""x"":905,""y"":687},{""x"":880,""y"":699},{""x"":848,""y"":699},{""x"":813,""y"":699},{""x"":785,""y"":699},{""x"":731,""y"":706},{""x"":716,""y"":702},{""x"":703,""y"":696},{""x"":653,""y"":658},{""x"":643,""y"":652}]},{""label"":""Tree Crowns"",""vertices"":[{""x"":54,""y"":526},{""x"":54,""y"":513},{""x"":70,""y"":469},{""x"":102,""y"":454},{""x"":127,""y"":454},{""x"":152,""y"":454},{""x"":171,""y"":454},{""x"":212,""y"":450},{""x"":246,""y"":463},{""x"":275,""y"":488},{""x"":278,""y"":504},{""x"":278,""y"":529},{""x"":284,""y"":557},{""x"":246,""y"":627},{""x"":224,""y"":658},{""x"":177,""y"":661},{""x"":161,""y"":661},{""x"":127,""y"":643},{""x"":108,""y"":630},{""x"":92,""y"":624},{""x"":83,""y"":608},{""x"":76,""y"":605},{""x"":51,""y"":595},{""x"":51,""y"":570}]},{""label"":""Tree Crowns"",""vertices"":[{""x"":92,""y"":391},{""x"":136,""y"":353},{""x"":149,""y"":290},{""x"":171,""y"":265},{""x"":224,""y"":249},{""x"":246,""y"":249},{""x"":294,""y"":255},{""x"":319,""y"":268},{""x"":350,""y"":293},{""x"":385,""y"":372},{""x"":388,""y"":413},{""x"":379,""y"":460},{""x"":347,""y"":472},{""x"":319,""y"":482},{""x"":294,""y"":479},{""x"":246,""y"":450},{""x"":228,""y"":447},{""x"":143,""y"":450},{""x"":120,""y"":435},{""x"":95,""y"":409}]},{""label"":""Tree Crowns"",""vertices"":[{""x"":716,""y"":252},{""x"":713,""y"":211},{""x"":709,""y"":148},{""x"":735,""y"":117},{""x"":772,""y"":98},{""x"":794,""y"":91},{""x"":842,""y"":76},{""x"":867,""y"":69},{""x"":886,""y"":69},{""x"":914,""y"":69},{""x"":936,""y"":69},{""x"":955,""y"":66},{""x"":961,""y"":66},{""x"":996,""y"":107},{""x"":999,""y"":126},{""x"":999,""y"":161},{""x"":999,""y"":195},{""x"":999,""y"":220},{""x"":999,""y"":239},{""x"":996,""y"":249},{""x"":987,""y"":271},{""x"":968,""y"":293},{""x"":920,""y"":296},{""x"":905,""y"":296},{""x"":873,""y"":293},{""x"":823,""y"":277},{""x"":798,""y"":258},{""x"":772,""y"":258},{""x"":735,""y"":258}]},{""label"":""Tree Crowns"",""vertices"":[{""x"":190,""y"":901},{""x"":209,""y"":819},{""x"":269,""y"":759},{""x"":376,""y"":759},{""x"":413,""y"":759},{""x"":476,""y"":781},{""x"":495,""y"":787},{""x"":527,""y"":800},{""x"":543,""y"":803},{""x"":561,""y"":813},{""x"":612,""y"":844},{""x"":631,""y"":882},{""x"":637,""y"":898},{""x"":637,""y"":907},{""x"":628,""y"":932},{""x"":609,""y"":945},{""x"":590,""y"":954},{""x"":530,""y"":992},{""x"":511,""y"":995},{""x"":454,""y"":998},{""x"":426,""y"":998},{""x"":376,""y"":995},{""x"":196,""y"":995},{""x"":193,""y"":967}]}]"
"3UUIU9GZDMUSRUBY1DRRZK8KBIOT5Y","3Y7FOS1S7Q1B2L7265RHAV5QOKE5SH","Individual Crown Segmentation","Trace polygons around the individual tree crowns in the image.","polygons","$0.10","Mon Nov 27 07:22:50 PST 2023","15","BatchId:5161058;OriginalHitTemplateId:928556361;","172800","604800","Mon Dec 04 07:22:50 PST 2023","","","3O7L7BFSHWE50JMA84QRER8EPQVEIG","AKA31IXUFXF8W","Rejected","Mon Nov 27 07:50:14 PST 2023","Mon Nov 27 08:54:51 PST 2023","Mon Dec 04 08:54:51 PST 2023","","Mon Nov 27 10:05:48 PST 2023","Less than five polygons.","3877","50% (1/2)","0% (0/0)","0% (0/0)","https://lfdpcrowns.s3.us-east-2.amazonaws.com/img_008.jpg","1000","1000","[{""label"":""Tree Crowns"",""vertices"":[{""x"":3,""y"":0},{""x"":999,""y"":0},{""x"":1000,""y"":1000},{""x"":0,""y"":996}]}]"
"3UUIU9GZDMUSRUBY1DRRZK8KBIOT5Y","3Y7FOS1S7Q1B2L7265RHAV5QOKE5SH","Individual Crown Segmentation","Trace polygons around the individual tree crowns in the image.","polygons","$0.10","Mon Nov 27 07:22:50 PST 2023","15","BatchId:5161058;OriginalHitTemplateId:928556361;","172800","604800","Mon Dec 04 07:22:50 PST 2023","","","3OLQQLKKNAE1VU6GQMBRQSNE25KEJS","AESQPSWZS2RWP","Approved","Mon Nov 27 07:22:52 PST 2023","Mon Nov 27 12:27:17 PST 2023","Mon Dec 04 12:27:17 PST 2023","Sun Dec 03 17:13:04 PST 2023","","","18265","100% (7/7)","0% (0/0)","0% (0/0)","https://lfdpcrowns.s3.us-east-2.amazonaws.com/img_008.jpg","1000","1000","[{""label"":""Tree Crowns"",""vertices"":[{""x"":429,""y"":207},{""x"":480,""y"":201},{""x"":496,""y"":269},{""x"":515,""y"":321},{""x"":503,""y"":365},{""x"":474,""y"":384},{""x"":406,""y"":326},{""x"":372,""y"":291}]},{""label"":""Tree Crowns"",""vertices"":[{""x"":504,""y"":536},{""x"":568,""y"":555},{""x"":629,""y"":619},{""x"":634,""y"":656},{""x"":596,""y"":721},{""x"":542,""y"":742},{""x"":480,""y"":724},{""x"":498,""y"":657},{""x"":491,""y"":621},{""x"":480,""y"":564}]},{""label"":""Tree Crowns"",""vertices"":[{""x"":591,""y"":211},{""x"":653,""y"":247},{""x"":686,""y"":304},{""x"":651,""y"":339},{""x"":585,""y"":360},{""x"":561,""y"":329},{""x"":585,""y"":273},{""x"":537,""y"":259}]},{""label"":""Tree Crowns"",""vertices"":[{""x"":280,""y"":152},{""x"":337,""y"":133},{""x"":384,""y"":170},{""x"":380,""y"":209},{""x"":405,""y"":227},{""x"":359,""y"":301},{""x"":309,""y"":269},{""x"":316,""y"":236},{""x"":285,""y"":233},{""x"":245,""y"":181}]},{""label"":""Tree Crowns"",""vertices"":[{""x"":304,""y"":503},{""x"":373,""y"":475},{""x"":362,""y"":636},{""x"":343,""y"":642},{""x"":323,""y"":621},{""x"":302,""y"":590},{""x"":271,""y"":590}]}]"
